reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3HN470MGR70D2,B003D3OCD2,"JMAC ""JMAC""","[12, 14]","I have been using a ZT Lunchbox Amp for about a year.  Blindfolded you won't confuse it with a Marshall stack or a blackface Deluxe but for a small, portable, solid state amp it works as advertised.  People that say it is loud aren't kidding but there are limits.  The sound from the 6.5"" speaker requires some space to develop.  Up close it can be painfully loud but the sound is rather directional and it lacks bass.  I use mine for practice at home and for low-volume band rehearsals.  I played it once on stage, mic'd through a PA, but wasn't happy with the sound and switched to a tube amp with a 12"" speaker.To me it sounds best with humbuckers but I've played single coil guitars (Fender and Gibson) through it with usable results.  If you are after clean volume you might be disappointed.  It only gets so loud before distortion (and noise) becomes annoying.  Players that use a lot of distortion (e.g., Metal) will get a lot more out of this amp than players that need cleaner sounds at volume.  While the ZT Lunchbox isn't as versatile as some other small amps, it is great for a ""one trip"" load in at rehearsals.One thing to consider is adding the matching ZT extension cabinet.  It makes a big difference in two ways: two 6.5"" speakers move more air and the doubled speaker cone area helps thicken the sound.  Also, because the speakers can be angled and separated the area covered by the sound is increased.  This is a big help at rehearsals.  I point one cabinet towards myself and the other into the room.  I've tried using a guitar speaker cab, a PA speaker, and a PA floor monitor as an extension speaker but the ZT extension cabinet sounds best to me.  It's the same size as the ZT Lunchbox and they thoughtfully put the handle on the back so you can stack them.For an ultra-portable guitar (or harmonica) amplifier that can get decently loud the ZT Lunchbox is hard to beat.  But if you are particular about tone you might find that a lower wattage practice amp with a 12"" speaker works better.",4,Good For What It Does,1304467200,"05 4, 2011"
A20L3BCRCICRSQ,B000VUNEZM,Jake,"[1, 1]","My new electric guitar isn't particularly comfortable to play while sitting, so I needed a strap.  I've played with straps in the past and always found them to be uncomfortable, so I hoped to find a padded strap that didn't break the bank.  This strap fits the bill just fine.  Depending on the angle that your pegs are set, however, you may find that the holes in the strap will with time enlarge to the point that the guitar is always in danger of falling.  If your pegs are set at an angle, like on a Strat, this strap will last forever.  If you're on a guitar with a horizontal peg, like a LP, you'll probably want to invest in some strap locks as well.  This will move the pressure from the strap holes to the metal locks and both extend the lifetime of the strap and its security.  The padding is OK, but not great - however, it's certainly better than a regular nylon strap and does a good job of forcing the strap to lay flat across the shoulder which is a huge bonus.",4,A decent enough strap for the money...,1392854400,"02 20, 2014"
AW1VA3H8A5N12,B000Y35C8S,timhief,"[0, 0]","This Behringer unit has all the necessary features to give you solid performance in a stompbox delay pedal.  I say, why pay more?",4,Why pay more?,1379548800,"09 19, 2013"
AA169UZEJYAV1,B000X31R2E,Luckystar,"[0, 0]",The only thing that would have been nicer and bumped the rating up would be to send a felt pad with the button. I used a rubber washer I had and that worked very well. It was easy to install.,4,Guitar Strap Button,1383868800,"11 8, 2013"
AM9EL9YBP070A,B0002OOMW6,"Wayne M. Simpson ""The Stag Hunter""","[9, 9]","This is a lemon oil used for cleaning and conditioning the rosewood fingerboards of guitars. This only gets done once a year on the average guitar, so if you're like me, this one bottle will supply you for many lifetimes. Other than that, it is what it is and does what it says. The applicator contains a dispensing valve so push down hard to open it when you want the oil to flow.The label says NOT to use this product on maple fingerboards. Doesn't say why, but my guess is it will discolor them, so be forewarned.",4,"Mmmmm, Lemony Fresh!",1292284800,"12 14, 2010"
A1MAQQXJZTMSKT,B001FSZR4U,TWM,"[0, 1]",I bought this since I am a new guitar player...It does hit the frets but doesn't seem to do any damage...Pretty easy to use.The only oddity I have is that the box was kind of open already when I bougt it new.Does the job.,4,String cleaner does the job.,1301443200,"03 30, 2011"
AMGUVF20JAOG8,B0002D0CLM,Eric A. Rogers,"[0, 2]","I tried three of these on a whim and they impressed me favorably. In fact, they were so good that I purchased ten more when I went back to the same music store. My favorites are mandolin picks like Golden Gate or Grisman ""Dawgs"". The round side of the XH Dunlop Gels gives me a similar attack and a nice warm tone. I would recommend these to anyone.",4,Much better than average!,1230768000,"01 1, 2009"
A1IQKXGJSKTAHP,B0002CZVXM,Slick Rhoads,"[0, 0]",I replaced the Schaller strap locks on my Strat with these. The Schaller ones ground on the connecting hardware to the point where I had to oil them a few times a month or I'd end up with an audible creak.Hands-down I like the Dunlop ones more. They installed in just a few minutes and the guitar feels very secure. No problems whatsoever. I just ordered my third set a few minutes ago.I'm a total convert - every new guitar I get is going to get a set of these put on it.,4,Like them better than my old Schaller ones.,1369094400,"05 21, 2013"
A372X4QU0YYLSM,B000FIZISQ,James R. Davis,"[1, 1]","This is a very nice guitar, the finish and construction is high quality. The hardware is what you would expect from a Yamaha product. I really can't think of anything negative to say about it. It did not come with a strap button, sO I had to install my own, but that is true with just about every acoustic guitar.",4,Very nice guitar,1393545600,"02 28, 2014"
A2B1KICX3RPRX3,B0002D0096,"ng11 ""ng11""","[0, 0]","It is a fun little practice amp, and I agree with the praise it gets. The positives have been covered so I'll point out a few (minor) things I don't like.First of all the power button is on the back, which is annoying. The rest of the controls are on top, why do I have to grope around the back to find the most important button. Plus I keep it in a cabinet so I have to pull it out to turn it on and off.Next! I wish they'd just name the settings &#34;clean&#34;, &#34;overdrive&#34;, &#34;distortion&#34;, and so on. JC Clean, Black Panel, Brit combo and R-Fier mean nothing to me.Then there's another minor annoyance that the input is recessed. A 90 degree angle plug won't fit unless you run it around the back.Lastly, the amp is solid and rugged but that means it's heavy. Not heavy like I can't pick it up, just heavy for something called a micro amp.None of these are deal breakers, just things I find annoying. Overall I have to say I prefer my VOX mini 3.",4,Nice little amp with a few annoyances,1404345600,"07 3, 2014"
A1J9HY0AG5676,B001JI2KHS,Chris Syria,"[0, 0]","it works, got on time.  I am happy",4,it works,1405036800,"07 11, 2014"
A2IDOKLAT1MP8X,B002GYWBJ6,"Jared Burdick ""JBurd""","[17, 17]","I don't gig. It is unlikely that I will ever play in front of a crowd. But if you're like me, play as a hobby and like to fart around with various sounds and genres, this amp is a blast. It is very likely that I will play a Johnny Cash song on Tuesday and a Metallica song on Wednesday. Pretty much just make sure your guitar is in tune and dial up the sound. No pedals, no hours of minor tweaks, just punch it up and learn the song. Virtually every genre is represented here. I also have to mention that although I like metal, I rarely play it. I prefer traditional R'n'R sounds and the Spider IV recreates tons of my favorites in addition to the high gain ultra noisey sounds. Even with the best modeling in the world, my Les Paul does not sound like a Strat being played through 65' Fender. It sounds digital. No getting around it.Something else that weighed into my purchase was durability. Although I only play for fun, I still play 2-3 hours a day. My 9 year old also is learning to play, so it gets a lot of use and moves from game room to garage to bedroom daily. The one thing that was common in virtually all of the reviews of Line 6 amps was that they were long lasting and durable. I have a family member that is a professional musician and one of his band members gig with the larger 120 just becuase they can take such a beating.Ultimately I decided that for the price ($300 at the time), I couldn't beat the Line 6. There is just no comparing a tube amp with effect pedals against a solid state modeling amp. They sound better, more prefessional. They are also designed to be played loud to get the most out of the tubes. Although the Line 6 sounds tinny and at max volume, for in home play, it sounds terrific. There are mountains of reviews that compare the Line 6 to Vox, Marshall or Fender. They are ALL better than the Line6, every one of them. But be prepared to pay 10 times the price for effects pedals, head units, cabinets, cables, etc. to get those flawless professional sounds. Good amp, great value.",4,The Hobbyists Dream Amp,1305072000,"05 11, 2011"
A178O10M2U0XDC,B0025PM6DM,RobertB,"[0, 0]",I probably could have found the same screw at the hardware store but these are OEM and fit perfectly. Recommended.,4,I like OEM parts,1375833600,"08 7, 2013"
A2YQTEPCGZ5N7J,B0002F7K7Y,Don B,"[0, 0]","Hold a tune very well, and sound good. The seem to have a bit less tension than other brands strings of the same gauge, but thats ok.If you dont wipe them off after playing, they wont last long. But I always do, and I change strings often, so that isnt an issue for me.Overall, some of the best strings available.",4,Good strings,1394323200,"03 9, 2014"
A3M05N9UWHIXUI,B0037GXRHM,"Anthony Caraballo ""GenRico""","[0, 0]",These are made solid and are very stable.  I knocked it to 4 stars because they don't match up.  The holes in the poles for the safety pin are not at the same interval on each stand so it can look funky.,4,Sturdy construction,1354320000,"12 1, 2012"
A19Q4B515ENF9C,B002NG7DEK,Richard L. Chism,"[0, 0]","This strap works fine for my acoustic using the leather laces to tie around the neck of the guitar.  I didn't like it so much for my electric guitar, because I was nervous that it would come loose, since the leather &#34;buttonholes' are somewhat wimpy.  If you have a heavy electric guitar, I recommend that you buy a locking guitar strap or something with thicker leather.  It would have been better if it had a felt backing, or at least an adjustable pad.",4,"Works great for my acoustic guitar, but I wish it had a felt or padded back",1387929600,"12 25, 2013"
A37U8NH2CD9EDX,B005OZE9SA,J. Vento,"[0, 0]","I desperately needed a real audio interface, I was tired of my toy Behringer 1 i/o RCA usb thing.  After reading reviews online, this seemed like exactly what I needed.  It's small, lightweight, and fits nicely on my desk.  It's got some solid pre's, and has enough for me to work with.  I didn't need the extra i/o enough to break the bank, so 2i2 is all I wanted.  I'm really pleased with this, the quality is great and the ease of use is just as great.  It handles line and mic inputs just as well, and the general rule of thumb sticks here that ~70% (about 2-3 o'clock on these knobs) is a good base level for the pre's.  Phantom power works fine, and the direct monitoring switch is really useful.  I don't like dealing with latency in Ableton, so to be able to just monitor directly when I'm playing instead of waiting for it to go through all that processing is great.  And the headphone volume and monitor volume are right next to each other...all in all I'd say the design of this is very user friendly.Some people reported driver issues with this, and I can't say I've really had any problems.  I'm using Windows, and I have to suggest using the ASIO drivers whenever possible.  I had some issues with iTunes where the audio would just stop and the level (in the Windows sound menu) was frozen at whatever had been playing.  All I had to do was disable and re-enable in the device, but that got kind of annoying.  I e-mailed Focusrite about it, and they were pretty prompt with getting back to me, but the problem kind of faded away so I never really figured out what that was.  I started using Fubar2000 because it supports ASIO, and I haven't had ANY issues with any program that uses an ASIO driver.  I have since started using iTunes again as well (still much easier to manage the library in there), and the problem has only manifested itself once or twice since then, so who knows.",4,Great for the home studio,1363737600,"03 20, 2013"
A1UMM894XSEO4F,B0002E1NNM,michaelht1,"[0, 0]","great strings, deep rich tones from both highs and lows, a very good value for the dollar and customer service is second to none",4,elixir guitar strings,1388707200,"01 3, 2014"
APEJ8EJCC8PQ8,B0002CZVBE,F. Jones,"[1, 1]","It's yellow, its metal, its Boss.  If you want your drive sound to have definition this is the pedal to get.  The best OD I have ever owned.  Makes me want to see if my tone could cut board in half.",4,Sharp and Cutting,1332979200,"03 29, 2012"
A3SQ2WX9CAJCKZ,B0018TIADQ,"C. Erikson ""charlinus""","[0, 0]",Is a good stand. Relatively small but is a secure. The locking top is a good feature as well. Id recommend this over the larger tubular type.,4,Decent stand,1327536000,"01 26, 2012"
AUH2DKYUU7KC9,B005CX4GLE,Musicman,"[1, 1]","I have purchased a few guitar hooks in the past for my studio. However, I wanted to add a few to our rehearsal space but didn't want to spend a lot. These did the trick fine. They are perfect to rest your axe for a bit without a guitar stand getting in your way. Especially for the price. Okay, they are not high end, but I didn't need high end ones.",4,Great hook for the money,1349913600,"10 11, 2012"
A00625243BI8W1SSZNLMD,B0002GXF8Q,jespi59jr,"[0, 0]","Blocks noise perfectly, priced better than the local store. fit very well my mic. Awesome! Great for an amateur, just like me",4,Nice price!,1362787200,"03 9, 2013"
A1MAQQXJZTMSKT,B0002GMGYA,TWM,"[0, 0]",It does what I need to get my bass and guitar to the amp. Probablly not much use being only five feet in length for a gig or show but since I am only rocking out in my house it's no big deal.,4,5ft cable.,1386201600,"12 5, 2013"
A3AOPVQ7EZHTWA,B002C4SM5W,"frankp93 ""frankp93""","[10, 11]","Other reviews give an adequate overview of the kit and its potential so I'll just mention particular details: The kick pedal spring tension was set too tight, making the pedal hard to control and very frustrating to a beginner. Fortunately the thumbscrew and nut adjustment is easy and made a tremendous improvement in feel and control.The documentation is poor and, inexcusably, there's nothing better available online from Alesis: The steps in the graphical setup page are less than ideal for a single person assembly. The kit allows for tremendous flexibility in positioning the pads horizontally and vertically, yet you're pretty much left on your own to discover this. Experienced drummers will know what they want but I would have appreciated a suggested basic setup showing common variations.The control module's buttons and operation are described but there's no detailed guide to the preset kits or selectable pad patches. You'll just have to hear them and jot down your own notes.There seems to be an ongoing controversy over a firmware update to the controller module - whether it fixes an issue with the snare drum pad responsiveness when struck simultaneously with the hi hat, or is in fact the cause of an issue with the pad. I've noticed no such problem and, as of this date, Alesis has no such update on their site, which leads me to suspect their former patch may have been bad and/or they've updated units currently being sold.Speaking of the snare, the second outer zone for rimshots is nice but I can only get it to trigger while sticking from the outside. The technique of laying the stick flat across the head and lifting one end doesn't seem to trigger the rimshot (or perhaps I just haven't worked out the touch yet).I'm interested in a natural sound, probably close to a classic jazz kit, and a couple of the presets work for me. I also have Battery 3 and using the kit to trigger those samples opens up vast possibilities. Still, most of the time I just want to sit down and play and don't want to bother firing up the PC and loading software so it's nice to have two workable options. The headphone volume could be louder but running it into powered speakers and taking a headphone out from them solves that issue.Keeping the pads clean is easy with two soft lint-free cloths. Dampen one with a little warm water (wring it out well) and use a light circular motion to remove dust and dirt, then wipe gently with the dry cloth to take up any residue.This is my first experience with an electronic kit and, as others have mentioned, the sensation really is fundamentally different from an acoustic instrument, particularly when striking the cymbal pads. It takes awhile to mentally balance the soft thud or click (depending on which surface you strike) from outside the headphones with the sampled drum sound within. I wasn't sure I liked it for the first couple of weeks (meaning I probably didn't) but I've gotten used to it and have gradually begun to relate to the DM6 on its own terms, not as an imitation of an acoustic drum kit, but as something else with its own special characteristics.",4,"Not Out Of The Box Great, But Gradually Hit The Mark",1331683200,"03 14, 2012"
A2G9UCBLL9YLET,B003Y3ASW0,Moe,"[1, 1]",its a must have for guitarist with multi effects.  it comes with a range of wires but I did not like that you camt use the last two ports together (the ac ports).  other than that it good,4,cool,1359072000,"01 25, 2013"
A78J38NU18DDZ,B0002CZW0Y,expert_101,"[0, 0]",filter works very well and looks professional. only problem i am having is that the clamp seems to work specifically with a mic stand or similar type structure.,4,works well and looks pro,1403568000,"06 24, 2014"
A1QRF5KISDOKPA,B0002H0N76,santos,"[1, 2]",this strings are just for starters because they feel really light but sound too weird so if u want to buy a really good for pro please but martin,4,not really good sounding,1357257600,"01 4, 2013"
A3D42ZX96FA6EW,B001PGXKC8,Risenheart Consulting,"[0, 0]","for connecting pedals in tandem, got two of these three packs been using them for quite some time and not one has failed yet.  Nice value as well.",4,Great...,1340064000,"06 19, 2012"
AMGUVF20JAOG8,B000L6GD04,Eric A. Rogers,"[0, 0]","These really aren't a very good value. If I had to do it over again, I would probably get Wilkinson locking tuners which are much less expensive and a lot easier to install. If money is no object and you need the F trademark on your tuners, then I guess these are for you.",4,A great product but...,1360886400,"02 15, 2013"
A1YTMYDNMTQXLE,B001PGXKC8,Josh Koterba,"[17, 17]","I bought a bunch of these when I started building my pedal board.They're very inexpensive, but seemingly quite high quality.Tons of bang for your buck.Seemingly no tone loss, no added noise, and no coloration.The right angle ends are a little big and bulky, they may not do so well on a tight and jam packed board.But for average boards they work great!I gig and record with these. Great product!Only negative check b/c the ends are too bulky.",4,Bang for your buck,1307404800,"06 7, 2011"
A38DCVO9SZHW68,B004UJO41S,"kiboy ""Icelander""","[0, 0]",I just play at home with friends. It works well so far on all my ukuleles.  However every time you touch your instrument it's going to transmit that sound into your amp so it's nothing I'd be using on stage if I didn't have to.  Still it seems to be a good value but truth be told I haven't had it long so it could crap out on the longevity issue. Time will tell.,4,works well for my purpose.,1395792000,"03 26, 2014"
A1IL0PS2XJB4NS,B0051WAJ5S,Todd M,"[0, 0]","First of all, this is a $40 7-guitar stand. It's not a high-end $200 pro stand. That being said, the materials are decent. It seems strong and stable. I would not recommend it if you plan on using it to move from gig to gig. I bought it to have a convenient place to keep our 5 guitars and basses handy. Rather than having 5 individual stands, this stand is perfect for keeping our living room neat.The metal is decent, but if you tighten the screws too much, the metal does flex/warp.So far so good.",4,Pretty Decent,1379030400,"09 13, 2013"
A2SFO875EQ66AB,B000OY707S,Mark,"[0, 0]","Works well.  Very well constructed.  Would it kill ya to add an on/off switch so that the batteries don't run down?  Other than that, it's perfect!",4,Boss FS-6 Foot Switch,1355184000,"12 11, 2012"
A27L5L6I7OSV5B,B00AQBT3EW,Otto Correct,"[4, 6]","Strung these up on my LP Goldtop with P-90's.D'Addario promises these strings to be ""comprised of mathematically optimized string gauge combinations"" that result in ""greater dynamic control and a more consistent feel between strings.""I dunno anything regarding the science behind this, but the main difference in gauge seems to be slightly thicker A and D strings compared to the regular set of D'Addario 10s they offer.  Its not a huge huge difference, but the strings are fairly unique in their feel and performance.For one thing, they're pretty stiff.  They bend, but not easily.  Maybe that's what they mean by ""Balanced tension.""  They're also a tad mellow for roundwound nickel coated 10s.  Not flatwound mellow, by any means, but not quite as bright as your regular set of 10s.  I do get a great rock tone out of them, mind you, but you may be taken aback at first by their slightly darker sound.  Personally, I like the tone I get out of them, they're big and warm without being dull sounding, but again, your preferences might differ.One thing that's GREAT about these strings is, once they're properly stretched, they stay in tune FOREVER!  Again, maybe this is part of the ""balanced tension,"" and if so, good job D'Addario.I haven't had them on forever to really see how long they last, but they've been on for two weeks and sound just as good as day one.Who would these appeal to?  Well, if you like really light strings that bend easily, you're not going to like these.  If you're a rythm player who does long gigs, the tuning stability and big warm sound mean these are for you!",4,"Good, but unique...",1360281600,"02 8, 2013"
A3QAILPOPQI3TC,B0027M30Z6,Jeffrey Riedy,"[0, 0]","Fun little rig. Needed something to play electric through headphones, and this offered me that plus a mini amp when needed. The sound quality is surprisingly hot.",4,Pocket Amps rock!,1374105600,"07 18, 2013"
AMEZJVXMSEPY0,B0002E3CHC,M. Luke,"[0, 0]","While I love and trust D'Addario strings, i am subtracting one star because, I really like the packaging for other strings when they have individual packets.  For my acoustics, I do not always change out all the strings at once.  I think the bass strings get changed more when they start falling off on sound.Anyway, these are classic strings that I grew up with, but as I get more involved with playing, having the flexibility of individual envelopes for each string becomes more an d more appreciated.  Especially if you like to save your single strings for use.",4,Nice acoustic strings,1372982400,"07 5, 2013"
AENULRBQ2IE5I,B0002E2G2O,Video Services Of Va,"[0, 0]","I didnt have my research done correctly and ordered these because i wanted &#34;vintage&#34; for my &#34;relic'd&#34; build. Clearly my mistake that these do not fit the cheap necks sold here on Amazon. But no worries, Amazon sells adapters to make the &#34;large&#34; holes in the neck fit the &#34;smaller&#34; vintage tuning key posts.1 star off for not looking like the higest quality. I'm happy though and this was a good purchase at the right price.",4,"Just pay attention to ""vintage""",1390521600,"01 24, 2014"
A157DYI1PMXDR1,B000KIRT38,thrashreno,"[0, 0]","I bought the Hell babe 10 years ago, it was my first wah pedal and it has been on my pedal board ever since, the same one. i have never had a major problem with it, the boost knob fell off a couple years ago but it was plastic and i did kick it a lot over the years so no big deal. Its no crybaby and im glad, it has its own sound that i have tried to get out of my vintage crybaby but couldn't no matter how much i tweaked it. I actually run both my crybaby and my hell babe on my pedal board and i find myself using the hell babe way more, especially since it has the auto off and spring back. it really makes my solos rip. buy it, you will have a ball. My only complaint is that the spring is loud and audible when playing acoustic gigs but acoustic guitar sucks so whatever.....",4,My Secret Weapon,1383350400,"11 2, 2013"
A2CARFAX5FNQT9,B0018TC3I4,McEldoy,"[0, 0]","Stringed instruments are best hung vertically, which this stand accomplishes beautifully.  Constructed of very durable material making this a wise investment.",5,A stand which becomes an artpiece.,1345248000,"08 18, 2012"
A2FIYXK97CTS6D,B00646MZHK,B. Clark,"[2, 2]","Having to send the first Snark SN-8 back, but the replacement, thus far, has been flawless.I made a slight adjustment to my guitar's truss rod and now the intonation is pretty spot on.A couple tips to tuning a guitar: tune it like you play it. If you strum & play softly, then pluck & tune each string softly.However, most people don't play softly, so they make the mistake that almost everyone makes: they pluck each string and wait like 15 seconds till the ringing fades out, & so they are generally tuning each string as it begins ""softly"" resonating.So, in essence, what happens is people are generally tuning each string flat.To tune your guitar correctly, you really ought to pluck each string hard, like every 2 seconds and tune it that way - rather than waiting for the sound to fade out. If you do it this way, you might be surprised at how good it sounds when you're strumming the living daylight out of it!Also, please check your intonation. Your 12th frets should be in tune same as your open strings. You pluck your open string (hard) & tune as described above. Then you check intonation by pressing VERY LIGHTLY (with JUST the TIP of your FINGER and DON'T TOUCH ANY OTHER PART of the NECK), on the same string, but 12th fret - and BOTH should be in tune the EXACT same.If they are off (12TH & open), then your intonation is probably in need of adjustment. Please don't pay someone to setup your guitar! You can do it yourself so easily. Go on u toob and search ""scott grove tuning your guitar wrong"" and u will find a video of a guy that claims to have owned over 3,000 guitars - & he spends almost an hour explaining all the details. Also, watch his video on how to setup: adjust intonation, truss rod, action, etc.Btw, if you can't get your Snark to tune your guitar: hint - it's not the tuner's fault. The first 3 saddles (e, b, g) should look like a staircase going down. Then, your next 3 strings (d,  a, e) should also look like another staircase going down. If not, break out your philips head & tweak your intonation.",5,Love my SN-8!,1395273600,"03 20, 2014"
AKALIDNS3NMZ7,B0002E1NNC,"K. Miller ""KM""","[1, 1]","My son plays electric and acoustic guitar. He uses Elixir for both and swears by them. He has had other brands, but they just don't stand up to elixir.",5,Great strings,1355961600,"12 20, 2012"
ASSWUAOO49Z8Q,B00063678K,"docpain ""docpain""","[0, 0]",ino...u wana buy one of those 9.99 cheap pedals from ebay n the likes right?...NOPE!...cause when yeh doits gonna flak out after about the 10th push you do on it!!! Listen to the Voice of Experience grrr....hahahthese pedals are frikn TANKS heavy duty all the way and have a polarity switch [and yeh there's alota keyboards out thereu gota have that perc...It's worth it...just suck it up n get the thing and if you still need a momentary dsp switch then buy the lil 9.99 jobbut only use it in life or death situations..hahah [they have a really cheap plastic switch thats destined to die no matter what..at least the previous 2 i bought did...*ouch...* so is that like 20 hail mary's for that confession????.......,5,in this case...u get what u pay for..,1360281600,"02 8, 2013"
A1WJVU9KICHFI,B001RNOHHG,ben,"[0, 0]","I am really liking the size of this board. I have a Line6 G50 wireless, Korg Pitchblack+, Xotic EP booster and Xotic SP compressor and they all fit very nicely. The board itself is very sturdy steel with good welds and nice straight angles. The case is also really well made- good zippers and stitching.  I'd buy this again in a heartbeat.",5,"Great pedal board, great case",1374019200,"07 17, 2013"
A2NYK9KWFMJV4Y,B0002D0KOG,"Mike Tarrani ""Jazz Drummer""","[0, 0]","I use this with fairly light mics (seeNady DMK-5 Drum Mic Packagefor details).While I generally do not mic bass drums, when I do this stand allows me to do it my way, which may seem unconventional to some folks. I place the mic on the batter side of the drum about three feet back. Since this can be problematic with the floor tom and throne (and hi-hat) hindering access, the boom and adjustability of this stand are a great help.Where the stand shines if micing amps. Some small amps, such as theFender Champion 600 Electric Guitar Amplifierare usually placed on a raised surface to keep them off the floor. This stand will reach any stand that is chair seat height. For larger amps that are on the floor or tiltback stands, this mic stand will still allow you to position the mic where you need it.My use is relatively narrow - kick drums and amps. But for each, this stand is excellent in my opinion. With the mics I am using it is heavy enough to remain stable, and for where I need to place those mics, it allows me to do so with relative ease.",5,Perfect for bass drums and amps,1337731200,"05 23, 2012"
AT09WGFUM934H,B009AS1FLG,John,"[1, 2]","Despite its iFlavor it works beautifully with my PC. Sounds better than any sound card i've used and of course gives me the ability to play and record on my computer with no noticeable latency. It's a great intro model, not just for ipads. Whole device is powered and runs over one USB cord. I'm so impressed, my main PC audio comes out of the headphone jack of this device. It's an extremely capable machine with good drivers and works great with REAPER.",5,Great for PC's TOO!,1384732800,"11 18, 2013"
A26E1V45R24QVC,B000LAT0AK,ccaptn,"[0, 1]","I have been using the Behringer ACX450 for six months now.  I was impressed early, and still am very satisfied with the performance.  It is a straight forward 2 channel acoustic amp with some modest effects.  One would have to be filling a large venue to need more than this quality amp can provide.  I'm running preamps from Gibson J45 and a Taylor 114 ce and they both sound amazing and I don't even know what to do with the rest of the gain.  The music from these instruments is clear, bright, deep and the sound is a great reproduction of the instruments themselves.  Behringer's mission statement is to provide quality amplification to musicians at a reasonable price.  I say, ""mission accomplished"".  Amazon was seamless to work with and with free fast shipping the whole experience has been great. Man, how did we get by before things were so cool and easy.  Push a couple of buttons and magic appears at your doorstep.",5,"Small amp Small Price, Big Sound, Great Tone",1307491200,"06 8, 2011"
AB7WPLA1CN5I1,B0002F7IN0,Mark,"[0, 0]",I am very pleased with this music stand.  It is working well for me and it holds my very heavy music binders so far .  I would recommend it to others to try.,5,"So Far, So Good",1328745600,"02 9, 2012"
A3KF2K1ZMAZSX4,B001J1SX94,Terry Schoenberger,"[0, 0]",I buy many of these cable and they all test correctly with a meter and they all work great. So far I haven't had any issues at all. They feel well made and I will continue to use them for the bands PA.,5,Dependable cables,1397779200,"04 18, 2014"
A3NHUK1ISMZCFZ,B005CX4GLE,,"[0, 0]",Work awesome :),5,Five Stars,1405814400,"07 20, 2014"
A1K3NQAO49LXL2,B000P5LVSK,"Surferofromantica ""S.O.R.""","[0, 0]","A very nice pick, both in feel and texture (the design is a bit boring, though). Only complaint is that it's fairly small - about the size of a Canadian or US five cent piece, where most of your typical guitar pick are bigger - about the size of a 25 cent piece. But that's okay. I got this the same time as I got a set of Dava Jazz Grip 9024 red picks and the Dunlop Max Grip Jazz III Carbon Fiber Guitar Picks, and I think I like the Dava picks the best. All three are &#34;tight grip&#34; picks, and all the same size - they're all good, though - I'd rate this one next-best, and the Jazz III Carbon Fiber next after that).",5,"Great pick with a nice tight grip, excellent strumming - a bit small, though, about as big as a nickel",1393632000,"03 1, 2014"
A2IPU94WKACV06,B0002E1H9W,Mark,"[0, 0]","Makes my guitar look great, from the fretboard, strings and body.  Everything conditioned and polished.  Great quality product, highly recommend",5,Great Product,1380153600,"09 26, 2013"
A1BH17V8BKLES,B0002H0FMO,Chris30542,"[0, 0]",These and Reds are my favorite acoustic strings. These are a little brighter than Reds and are best for live playing. The strings are well made and I've never had an issue with quality.,5,Tone is just right,1388534400,"01 1, 2014"
A6D91KPQGIDKZ,B001GH4H3W,"Jim R. ""Photo man""","[1, 2]","This device has been a blessing for my bass guitar practices. Armed with a set of headphones, I can play anywhere in the house at any time while also jamming to my MP3s (mp3 player plugged in too!).Worth the small price you pay.As far as construction, the battery door BARELY hangs on. I'm sure if I drop it, even from a low height, that door's flying off along with the battery.",5,Handy tool to keep from waking up the family,1302134400,"04 7, 2011"
ABJG6JTYTX9M0,B00063678K,T T Smirniotopoulos,"[0, 0]",I bought 2 of these as controllers for my Alesis drum machine. One starts/stops the drum pattern and the other triggers the fill and change pattern from A to B. These things stay put and work every time.,5,Solid!,1394409600,"03 10, 2014"
AJ03X8Z6RZZ27,B000PR3JEM,Parabola,"[0, 0]",They are grovers.  They keep your guitar in tune with an iron fist lock.  I like the vintage look of these and they go great with my Gibson custom SG.  I have grovers on all but 1 of my guitars.,5,Grovers FTW,1390953600,"01 29, 2014"
A2XSWF2AJSXQZB,B000978D58,bassestkkm,"[0, 0]",This stand surprised my. It is lightweight but is still sturdy. I wouldn't venture to use it on the road all the time. But as a backup stand I wouldn't hesitate. I like it much better than my musicians gear stand though if this had a double extendable boon it would be perfect.,5,Great value for the money but not perfect.,1385596800,"11 28, 2013"
A127K5WGHNUUH3,B003U3LUOY,"Debon Panton ""Debon""","[1, 1]","I used it to whenever I am changing guitar strings and whenever I am tuning and intonating my Fender Strat. The surface is perfect (no rolling away of screws, no scratching of the guitar shiny finish, perfect)",5,Perfect Workmat,1357689600,"01 9, 2013"
A1K323WRUBGWC9,B001FB5Z44,meongski,"[0, 0]","I ordered this hard case for my Fender T bucket. It fits exactly like an original fender hard case. Looks like made of good materials. Very well built. With interior pocket to put your accesories like capo, string winder, etc. I Love it. For its PRIce and Quality,I giving it a 5 star :O)..",5,Fits with Fender T Bucket,1339718400,"06 15, 2012"
A11INIL2YFJ137,B0073XCXHA,Chris,"[0, 0]","Wonderful tuner, I've used it for my acoustic and my bass and have had no problems at all.  Incredibly easy to use, super cheap and easy to just throw in your case and go.  Well worth the price!",5,Easy to use,1381881600,"10 16, 2013"
